complaint_id,citizen_id,department_id,complaint_type,description,status,assigned_team_id,created_at,resolved_at,zone_id
44,649,1,Road Damage,Road Damage reported at 6004 Lisa Curve Suite 163,Open,1,2025-06-05 07:10:33,,5
45,218,2,Water Leakage,Water Leakage reported at 97788 Mendoza Rue,Resolved,4,2025-06-07 07:19:36,2025-06-13 19:11:42,5
46,687,4,Garbage Pickup,Garbage Pickup reported at 1303 Black Camp Suite 292,In Progress,1,2025-06-01 01:09:17,,2
47,751,3,Road Damage,Road Damage reported at 0197 Herrera Valley Suite 398,Resolved,5,2025-03-05 21:50:47,2025-05-17 04:32:08,3
48,645,2,Road Damage,Road Damage reported at 645 Christopher View Apt. 902,Resolved,4,2025-04-25 16:45:29,2025-06-15 17:19:36,5
49,148,2,Garbage Pickup,Garbage Pickup reported at 37080 Melinda Flats Apt. 720,Open,3,2025-06-04 18:37:37,,3
50,439,4,Garbage Pickup,Garbage Pickup reported at 06058 Katie Grove,Resolved,2,2025-05-12 04:06:05,2025-05-23 08:54:56,2
51,103,1,Garbage Pickup,Garbage Pickup reported at 391 Robert Pines Suite 088,Open,4,2025-03-01 16:31:18,,4
52,501,3,Road Damage,Road Damage reported at 826 Alicia Pines,Open,1,2025-03-09 03:37:11,,5
53,509,3,Water Leakage,Water Leakage reported at 231 Garcia Common,Open,3,2025-02-12 21:22:36,,5
54,437,3,Streetlight Outage,Streetlight Outage reported at 1280 Reyes Way,In Progress,3,2025-04-02 10:18:47,,1
55,691,1,Road Damage,Road Damage reported at 73008 Bryant Walk,Open,4,2025-02-04 16:59:46,,5
56,765,4,Road Damage,Road Damage reported at 140 Pamela Expressway,In Progress,1,2025-03-14 10:49:15,,3
57,28,4,Garbage Pickup,Garbage Pickup reported at 467 Jennifer Passage,In Progress,4,2025-02-03 19:33:55,,3
58,980,2,Streetlight Outage,Streetlight Outage reported at 229 Holmes Row,In Progress,5,2025-05-06 09:33:26,,4
59,275,2,Streetlight Outage,Streetlight Outage reported at 2327 Rose Ports,Open,2,2025-04-12 13:49:21,,3
60,259,3,Road Damage,Road Damage reported at 3565 April Cliff Suite 344,Resolved,5,2025-02-15 18:07:29,2025-04-21 13:09:08,3
61,404,3,Garbage Pickup,Garbage Pickup reported at 0583 Mccormick Forge,Resolved,3,2025-02-03 11:30:27,2025-04-02 23:59:58,3
62,245,2,Water Leakage,Water Leakage reported at 0374 Rebecca Junction Apt. 435,In Progress,1,2025-03-15 00:13:44,,3
63,399,1,Garbage Pickup,Garbage Pickup reported at 305 Marvin Alley,In Progress,3,2025-04-13 15:18:21,,2
64,45,1,Garbage Pickup,Garbage Pickup reported at 6942 Kristen Flat Apt. 511,Resolved,2,2025-02-22 12:48:53,2025-03-01 09:44:19,2
65,999,3,Road Damage,Road Damage reported at 32006 Jones Ports,Open,1,2025-01-06 13:11:30,,5
66,194,1,Water Leakage,Water Leakage reported at 29454 Mary Inlet,Resolved,2,2025-01-21 05:31:04,2025-04-08 04:12:51,2
67,619,4,Road Damage,Road Damage reported at 2809 Shaw Falls Apt. 276,Resolved,5,2025-06-08 17:23:45,2025-06-15 13:21:44,2
68,364,1,Garbage Pickup,Garbage Pickup reported at 004 Forbes Mission Suite 194,Open,2,2025-04-18 02:05:59,,4
69,473,4,Streetlight Outage,Streetlight Outage reported at 081 Kimberly Mews Suite 886,Open,1,2025-03-03 00:23:56,,4
70,343,4,Streetlight Outage,Streetlight Outage reported at 67171 Garrett Rest Suite 758,Resolved,4,2025-02-04 07:42:18,2025-05-05 09:56:14,4
71,982,2,Water Leakage,Water Leakage reported at 13189 Harris Crossroad,Open,5,2025-01-12 23:42:25,,3
72,339,4,Water Leakage,Water Leakage reported at 3914 William Oval,Open,1,2025-04-23 07:28:40,,4
73,678,4,Water Leakage,Water Leakage reported at 80597 Christopher Street Apt. 920,Open,1,2025-05-31 14:55:54,,1
74,1,3,Streetlight Outage,Streetlight Outage reported at 0722 Vanessa Lakes Apt. 730,In Progress,4,2025-02-12 00:59:20,,2
75,732,4,Garbage Pickup,Garbage Pickup reported at 13353 Monica Keys,In Progress,1,2025-05-02 15:01:32,,4
76,952,2,Garbage Pickup,Garbage Pickup reported at 37543 Micheal Village,Open,5,2025-03-16 19:31:09,,2
77,807,2,Streetlight Outage,Streetlight Outage reported at 9867 Adkins Crossroad Apt. 572,In Progress,5,2025-03-01 05:31:26,,4
78,659,4,Road Damage,Road Damage reported at 425 Joseph Centers,Resolved,3,2025-04-10 02:59:21,2025-05-17 17:13:33,4
79,983,3,Road Damage,Road Damage reported at 9286 Robertson Roads Suite 522,Resolved,5,2025-06-08 18:40:41,2025-06-09 03:45:01,1
80,627,1,Garbage Pickup,Garbage Pickup reported at 60380 Maxwell Mill Apt. 926,Resolved,2,2025-01-28 04:36:05,2025-05-24 23:54:58,2
81,300,4,Water Leakage,Water Leakage reported at 626 Perez Cliffs Suite 586,Resolved,1,2025-05-10 07:25:39,2025-06-12 12:33:36,3
82,536,3,Road Damage,Road Damage reported at 54182 Jones River,Resolved,4,2025-02-16 05:00:51,2025-06-01 16:50:26,2
83,99,4,Garbage Pickup,Garbage Pickup reported at 2143 Alexander Street,In Progress,3,2025-01-29 17:10:17,,5
84,614,3,Water Leakage,Water Leakage reported at 228 Rachel Estate,In Progress,5,2025-06-09 19:04:37,,1
85,724,3,Garbage Pickup,Garbage Pickup reported at 422 Fisher Grove,Resolved,4,2025-03-27 16:20:09,2025-06-12 16:41:33,2
86,629,3,Garbage Pickup,Garbage Pickup reported at 1913 Richard Springs,Resolved,1,2025-04-20 08:24:29,2025-05-31 04:50:33,2
87,835,1,Water Leakage,Water Leakage reported at 696 Pineda Street,Open,2,2025-04-28 08:07:45,,5
88,750,4,Streetlight Outage,Streetlight Outage reported at 440 Smith Flat,Resolved,4,2025-05-15 02:57:01,2025-05-29 14:17:38,2
89,66,1,Garbage Pickup,Garbage Pickup reported at 2282 Lee Lock Apt. 264,Resolved,1,2025-04-21 21:52:52,2025-05-01 06:57:53,1
90,957,2,Road Damage,Road Damage reported at 757 Gonzalez Oval,Open,5,2025-02-05 17:26:04,,3
91,388,3,Water Leakage,Water Leakage reported at 8279 Melissa Estates Apt. 384,Resolved,4,2025-02-16 23:15:02,2025-03-22 22:31:01,1
92,351,2,Streetlight Outage,Streetlight Outage reported at 588 Stewart Mountain Apt. 225,Open,5,2025-02-19 10:01:53,,2
93,15,3,Streetlight Outage,Streetlight Outage reported at 294 David Key,In Progress,4,2025-05-18 07:22:30,,1
94,579,2,Streetlight Outage,Streetlight Outage reported at 3645 James Glens Suite 840,In Progress,2,2025-04-05 18:40:05,,5
95,525,1,Garbage Pickup,Garbage Pickup reported at 11774 Cannon Islands,Open,5,2025-03-26 01:09:24,,2
96,66,2,Water Leakage,Water Leakage reported at 6491 Stevenson Mill Apt. 082,In Progress,3,2025-05-01 16:35:42,,2
97,366,2,Garbage Pickup,Garbage Pickup reported at 838 Gregory Lodge,Resolved,2,2025-02-01 00:43:15,2025-02-04 08:11:08,2
98,162,2,Road Damage,Road Damage reported at 12394 Vasquez Brooks Suite 110,Open,5,2025-02-26 17:06:37,,2
99,36,1,Streetlight Outage,Streetlight Outage reported at 82700 Neal Vista Apt. 233,Open,5,2025-03-10 04:15:16,,1
100,434,2,Streetlight Outage,Streetlight Outage reported at 37754 Ortiz Fork Apt. 263,Open,4,2025-04-29 13:18:56,,1
101,829,4,Garbage Pickup,Garbage Pickup reported at 250 Heather Dam Suite 603,Resolved,5,2025-05-06 04:12:41,2025-06-14 23:06:45,3
102,890,1,Streetlight Outage,Streetlight Outage reported at 26796 Joseph View Apt. 082,Open,4,2025-03-26 08:03:43,,5
103,759,2,Road Damage,Road Damage reported at 077 Richard Lights,Resolved,5,2025-01-18 21:00:55,2025-04-26 17:03:56,4
104,675,2,Road Damage,Road Damage reported at 791 Steve Gateway Suite 799,In Progress,4,2025-06-14 16:32:08,,5
105,636,3,Road Damage,Road Damage reported at 4561 Watson Passage,In Progress,5,2025-03-22 05:29:09,,4
106,493,2,Water Leakage,Water Leakage reported at 434 Williams Ranch,In Progress,4,2025-01-20 16:04:47,,3
107,828,4,Garbage Pickup,Garbage Pickup reported at 18486 Padilla Isle Apt. 213,Open,3,2025-01-25 18:39:47,,5
108,950,1,Streetlight Outage,Streetlight Outage reported at 168 Lowery Junction,Resolved,3,2025-01-18 11:01:07,2025-05-27 02:52:10,4
109,126,3,Streetlight Outage,Streetlight Outage reported at 2348 Nancy Field,In Progress,4,2025-05-26 15:41:28,,2
110,592,2,Garbage Pickup,Garbage Pickup reported at 4352 John Crest Suite 316,Resolved,2,2025-02-21 14:45:05,2025-03-30 15:56:37,4
111,128,4,Water Leakage,Water Leakage reported at 9114 Calvin Field,Resolved,1,2025-02-22 03:37:44,2025-05-05 23:34:05,4
112,25,3,Water Leakage,Water Leakage reported at 26301 Michael Forges Suite 801,Open,1,2025-03-01 19:58:06,,4
113,860,3,Garbage Pickup,Garbage Pickup reported at 00227 Johnson Rapid,Open,1,2025-04-22 16:21:13,,5
114,616,2,Garbage Pickup,Garbage Pickup reported at 38886 Smith Motorway Apt. 879,In Progress,5,2025-03-16 21:57:30,,1
115,862,3,Garbage Pickup,Garbage Pickup reported at 8313 Thomas Street,In Progress,5,2025-06-05 04:33:13,,4
116,704,3,Water Leakage,Water Leakage reported at 22245 Morgan Unions Apt. 908,Resolved,4,2025-01-30 01:13:12,2025-02-11 21:55:44,5
117,738,4,Garbage Pickup,Garbage Pickup reported at 1674 Larry Underpass,Resolved,3,2025-05-03 02:31:49,2025-05-24 14:53:12,2
118,965,1,Water Leakage,Water Leakage reported at 6313 Shannon Spring Suite 410,Open,5,2025-06-01 21:11:33,,2
119,887,2,Road Damage,Road Damage reported at 97542 Katie Squares,Resolved,2,2025-04-13 07:36:49,2025-05-14 18:21:39,3
120,926,2,Road Damage,Road Damage reported at 3925 Ian Village,In Progress,1,2025-05-12 14:47:40,,2
121,133,2,Water Leakage,Water Leakage reported at 6929 Hammond Prairie,Resolved,2,2025-01-27 15:59:44,2025-05-21 22:29:22,4
122,865,1,Garbage Pickup,Garbage Pickup reported at 7243 Dominguez Causeway Apt. 710,Resolved,5,2025-05-12 03:18:02,2025-05-29 02:27:14,2
123,665,4,Garbage Pickup,Garbage Pickup reported at 9588 Lori Course Apt. 677,Resolved,2,2025-04-25 20:12:37,2025-05-28 13:16:58,2
124,51,2,Water Leakage,Water Leakage reported at 4760 Melvin Mill Apt. 664,Resolved,2,2025-03-01 09:22:53,2025-06-12 14:52:16,2
125,302,2,Water Leakage,Water Leakage reported at 58543 Valerie Park Apt. 790,In Progress,5,2025-03-17 13:15:35,,3
126,253,2,Road Damage,Road Damage reported at 18427 Moore Isle Suite 790,Open,2,2025-06-13 00:20:44,,3
127,936,2,Water Leakage,Water Leakage reported at 40841 Shelly Pike Suite 593,In Progress,2,2025-01-15 18:20:04,,2
128,783,3,Streetlight Outage,Streetlight Outage reported at 8453 Gonzalez Island Apt. 924,In Progress,4,2025-01-23 03:44:46,,1
129,962,2,Garbage Pickup,Garbage Pickup reported at 91266 Martin Circle,In Progress,3,2025-02-03 16:18:37,,2
130,540,4,Garbage Pickup,Garbage Pickup reported at 38619 Flowers Row Apt. 479,In Progress,1,2025-04-09 03:24:57,,4
131,683,4,Streetlight Outage,Streetlight Outage reported at 929 Kevin Station Apt. 886,In Progress,1,2025-06-13 14:20:46,,4
132,734,4,Garbage Pickup,Garbage Pickup reported at 315 Christopher Falls Apt. 913,Open,3,2025-03-13 20:07:52,,5
133,697,3,Water Leakage,Water Leakage reported at 06405 Amber Ports,Resolved,2,2025-05-08 10:48:50,2025-06-08 19:04:04,3
134,737,2,Garbage Pickup,Garbage Pickup reported at 22514 Jessica Plains,Resolved,2,2025-05-20 21:07:49,2025-05-29 21:02:26,1
135,648,4,Road Damage,Road Damage reported at 1655 Tonya Rapid,Open,3,2025-04-24 18:07:00,,5
136,437,4,Streetlight Outage,Streetlight Outage reported at 536 Martin Grove,In Progress,5,2025-02-01 09:09:46,,3
137,694,1,Road Damage,Road Damage reported at 573 Michael Haven,In Progress,3,2025-03-21 01:11:48,,2
138,208,1,Garbage Pickup,Garbage Pickup reported at 55028 Dawson Mall Apt. 386,In Progress,4,2025-06-11 20:29:39,,3
139,729,1,Water Leakage,Water Leakage reported at 92230 Williams Mountain,Resolved,5,2025-03-07 08:07:02,2025-03-23 02:31:44,1
140,876,1,Road Damage,Road Damage reported at 00454 Ramos Heights Suite 835,Open,5,2025-01-23 00:39:52,,4
141,95,3,Road Damage,Road Damage reported at 1984 Mark Village Suite 401,Resolved,1,2025-03-01 10:40:27,2025-03-27 21:22:06,5
142,565,4,Water Leakage,Water Leakage reported at 201 Michael Fields Suite 374,In Progress,5,2025-03-21 08:57:57,,1
143,954,1,Garbage Pickup,Garbage Pickup reported at 252 Michael Stream Suite 863,Open,3,2025-04-12 16:24:41,,2
144,986,3,Water Leakage,Water Leakage reported at 28342 White Terrace Apt. 307,In Progress,1,2025-01-06 15:35:46,,5
145,80,1,Streetlight Outage,Streetlight Outage reported at 42253 Lydia Forges Suite 205,Resolved,3,2025-04-11 08:12:30,2025-06-15 00:23:46,1
146,221,1,Streetlight Outage,Streetlight Outage reported at 156 Alicia Road,Resolved,2,2025-06-10 00:59:59,2025-06-13 02:54:09,4
147,467,3,Road Damage,Road Damage reported at 97569 David Stravenue Suite 123,Open,4,2025-02-13 13:00:53,,2
148,748,3,Garbage Pickup,Garbage Pickup reported at 31612 Keith River,Open,2,2025-02-13 05:18:30,,4
149,108,4,Water Leakage,Water Leakage reported at 28394 Smith Hollow,Open,1,2025-02-11 12:47:23,,3
150,798,1,Water Leakage,Water Leakage reported at 010 Mcguire Plains,Resolved,3,2025-05-04 04:01:45,2025-05-30 00:01:17,4
151,320,4,Water Leakage,Water Leakage reported at 4613 Cummings Mountains Apt. 041,Open,1,2025-06-05 00:10:58,,1
152,798,3,Road Damage,Road Damage reported at 676 Williams Ways Apt. 598,In Progress,3,2025-04-14 20:32:45,,4
153,44,4,Water Leakage,Water Leakage reported at 0806 Luke Radial,In Progress,5,2025-04-02 08:36:42,,3
154,969,1,Garbage Pickup,Garbage Pickup reported at 09144 Felicia Point Apt. 985,Open,4,2025-02-20 20:34:14,,4
155,312,4,Road Damage,Road Damage reported at 37939 Ruth Fort,In Progress,5,2025-03-26 06:47:23,,2
156,7,4,Streetlight Outage,Streetlight Outage reported at 61298 Jessica Mountain,In Progress,1,2025-03-05 08:48:26,,1
157,835,1,Road Damage,Road Damage reported at 159 Sharon Ridges Suite 403,In Progress,4,2025-05-21 14:09:19,,2
158,767,2,Road Damage,Road Damage reported at 8596 Thompson Forks,Open,5,2025-04-30 03:16:23,,2
159,591,2,Water Leakage,Water Leakage reported at 70166 Coleman Forge,In Progress,4,2025-05-07 12:59:19,,4
160,668,2,Road Damage,Road Damage reported at 50988 Zachary Stream Apt. 402,Resolved,5,2025-04-21 03:43:54,2025-04-21 12:48:29,3
161,345,4,Garbage Pickup,Garbage Pickup reported at 7485 Patrick Fields,In Progress,2,2025-04-29 11:02:13,,5
162,534,4,Road Damage,Road Damage reported at 7437 Guzman Stream,Open,3,2025-04-11 17:20:17,,4
163,670,1,Road Damage,Road Damage reported at 446 Brent Fords,In Progress,3,2025-06-13 15:04:57,,1
164,428,1,Garbage Pickup,Garbage Pickup reported at 1046 Adam Glens,Open,4,2025-01-01 16:31:17,,3
165,459,3,Road Damage,Road Damage reported at 392 Anthony Glens Apt. 510,In Progress,4,2025-05-18 18:19:51,,5
166,598,3,Garbage Pickup,Garbage Pickup reported at 782 Miller Isle Suite 541,Resolved,5,2025-02-12 06:24:05,2025-05-13 04:21:07,1
167,181,2,Water Leakage,Water Leakage reported at 057 Paul Parkways Suite 507,Resolved,5,2025-03-11 09:21:19,2025-04-15 22:14:32,4
168,350,2,Water Leakage,Water Leakage reported at 2528 Knight Crossing,In Progress,3,2025-03-03 06:10:52,,2
169,58,2,Streetlight Outage,Streetlight Outage reported at 03974 Diana Ramp Apt. 942,Open,3,2025-03-24 01:53:23,,4
170,764,2,Water Leakage,Water Leakage reported at 966 Kevin Ville,Open,5,2025-05-04 21:19:21,,1
171,954,1,Water Leakage,Water Leakage reported at 0347 Carpenter Estate,In Progress,3,2025-03-19 16:31:52,,5
172,226,3,Streetlight Outage,Streetlight Outage reported at 77097 Evans Cliffs,Resolved,1,2025-06-02 20:36:10,2025-06-15 00:01:42,3
173,480,4,Streetlight Outage,Streetlight Outage reported at 367 Ellis Springs Suite 872,In Progress,2,2025-01-14 14:52:19,,5
174,842,4,Streetlight Outage,Streetlight Outage reported at 22249 Coleman Point,In Progress,2,2025-06-06 20:42:43,,4
175,971,3,Water Leakage,Water Leakage reported at 83020 Sandoval Estate Apt. 764,Open,3,2025-02-13 02:36:14,,3
176,59,2,Streetlight Outage,Streetlight Outage reported at 3953 Mcdonald Path Apt. 283,Open,3,2025-01-15 22:25:14,,2
177,84,2,Streetlight Outage,Streetlight Outage reported at 5580 Christina Points Apt. 667,Resolved,4,2025-06-01 05:17:29,2025-06-10 21:14:54,5
178,245,2,Garbage Pickup,Garbage Pickup reported at 5131 Baker Shore,Open,5,2025-01-31 12:42:28,,5
179,174,3,Water Leakage,Water Leakage reported at 6599 Michael Garden,Open,3,2025-06-11 00:51:18,,2
180,855,3,Road Damage,Road Damage reported at 786 Gamble Streets,In Progress,4,2025-03-09 07:17:30,,4
181,998,3,Road Damage,Road Damage reported at 78436 Heath Corners,Resolved,5,2025-06-02 00:06:12,2025-06-14 22:21:40,4
182,861,4,Road Damage,Road Damage reported at 07986 Anne Vista,Open,3,2025-03-06 09:49:50,,1
183,492,4,Water Leakage,Water Leakage reported at 35776 Lisa Extensions Suite 250,Open,5,2025-05-04 12:03:41,,5
184,622,3,Road Damage,Road Damage reported at 5944 Navarro Lane Suite 484,Open,4,2025-04-15 18:54:49,,1
185,960,1,Streetlight Outage,Streetlight Outage reported at 22617 Leach Path,Resolved,1,2025-03-19 16:08:09,2025-05-25 02:40:04,2
186,550,3,Road Damage,Road Damage reported at 829 Shelby Plain Suite 847,In Progress,1,2025-04-07 05:41:34,,4
187,181,1,Water Leakage,Water Leakage reported at 8572 Alexis Ports,In Progress,2,2025-05-06 02:52:13,,2
188,359,3,Streetlight Outage,Streetlight Outage reported at 60425 Miller Drive,Resolved,2,2025-02-04 12:12:26,2025-03-15 15:01:40,4
189,997,2,Garbage Pickup,Garbage Pickup reported at 3802 Mccoy Radial Apt. 315,In Progress,4,2025-03-11 21:10:24,,4
190,498,1,Road Damage,Road Damage reported at 74380 Charles Radial,Resolved,2,2025-06-01 06:57:15,2025-06-04 22:05:59,2
191,580,4,Streetlight Outage,Streetlight Outage reported at 9556 Austin Ports Apt. 739,Resolved,1,2025-03-04 03:17:56,2025-03-29 11:04:23,4
192,818,4,Water Leakage,Water Leakage reported at 51666 Jeffrey Fields Apt. 284,Open,1,2025-03-08 05:28:31,,3
193,683,1,Water Leakage,Water Leakage reported at 7505 Samantha Ranch,Resolved,2,2025-04-02 00:41:24,2025-05-29 17:15:57,1
194,864,3,Streetlight Outage,Streetlight Outage reported at 716 Joseph Roads Apt. 175,Resolved,5,2025-05-13 00:52:32,2025-05-28 09:33:17,3
195,630,2,Streetlight Outage,Streetlight Outage reported at 145 Tricia Gardens,Resolved,1,2025-04-09 03:49:27,2025-04-10 16:07:06,1
196,735,4,Water Leakage,Water Leakage reported at 4117 Miller Terrace Suite 542,Open,2,2025-02-22 20:05:16,,2
197,365,3,Streetlight Outage,Streetlight Outage reported at 2248 Michael Camp Apt. 525,In Progress,5,2025-01-11 04:46:23,,5
198,639,1,Streetlight Outage,Streetlight Outage reported at 1378 Jimenez Common Suite 318,Resolved,5,2025-01-23 07:35:00,2025-02-28 11:10:45,5
199,37,4,Garbage Pickup,Garbage Pickup reported at 32021 Phillips Causeway Suite 189,In Progress,3,2025-04-03 01:40:56,,3
200,193,2,Water Leakage,Water Leakage reported at 36352 Rodriguez Estate Apt. 321,Open,5,2025-01-01 05:34:48,,3
201,967,3,Water Leakage,Water Leakage reported at 9159 White Shore,Resolved,4,2025-01-22 06:57:03,2025-02-06 04:51:28,4
202,421,4,Road Damage,Road Damage reported at 37089 Lydia Alley Apt. 245,In Progress,2,2025-04-10 03:44:56,,1
203,26,3,Road Damage,Road Damage reported at 15857 Green Mount,In Progress,2,2025-03-21 20:35:00,,1
204,728,4,Garbage Pickup,Garbage Pickup reported at 68280 Rodriguez Valley Apt. 469,Open,2,2025-01-04 10:49:54,,2
205,577,2,Road Damage,Road Damage reported at 4395 Vincent Trafficway,Open,5,2025-06-09 11:43:34,,4
206,363,2,Garbage Pickup,Garbage Pickup reported at 74227 Martinez Street Apt. 566,Resolved,1,2025-06-16 10:52:35,2025-06-16 11:46:59,5
207,582,2,Road Damage,Road Damage reported at 9864 Ward Plaza,In Progress,3,2025-03-08 11:28:33,,2
208,559,3,Road Damage,Road Damage reported at 297 Howard Wall,In Progress,1,2025-03-13 03:26:29,,1
209,598,2,Garbage Pickup,Garbage Pickup reported at 2355 Jennifer Island Suite 638,In Progress,1,2025-01-31 21:22:29,,4
210,839,2,Water Leakage,Water Leakage reported at 56193 Burns Crossroad Suite 136,Open,3,2025-02-16 01:18:36,,2
211,298,3,Water Leakage,Water Leakage reported at 87776 Johnson Canyon Apt. 889,Resolved,3,2025-01-23 09:28:59,2025-05-03 14:51:49,2
212,451,2,Streetlight Outage,Streetlight Outage reported at 471 Kimberly Islands,In Progress,4,2025-01-07 19:33:08,,5
213,882,3,Streetlight Outage,Streetlight Outage reported at 382 Santiago Locks,Open,4,2025-04-20 13:40:37,,2
214,497,4,Road Damage,Road Damage reported at 8581 Heidi Point,In Progress,3,2025-03-21 02:58:19,,3
215,536,4,Streetlight Outage,Streetlight Outage reported at 53683 Cynthia Burg,Open,2,2025-05-06 15:43:16,,5
216,26,2,Streetlight Outage,Streetlight Outage reported at 04076 Glover Center Suite 627,In Progress,4,2025-03-24 10:53:55,,3
217,196,3,Road Damage,Road Damage reported at 71610 Diane Skyway,Open,3,2025-05-06 13:20:32,,4
